id,commit,build,exec_time,comment,fix
373,c46dacc,FAIL,1,Support for deferred access to StoredProcedureQuery output parameters,{}
374,fa97aab,FAIL,1,SchedulerAccessor catches cluster race conditions on job rescheduling,{}
375,b5c691b,FAIL,1,SPR-17074 Replace pointless wrapping with Arrays.asList with iteration over array,{}
376,29ce668,FAIL,1,Add handleFailure property to FrameworkServlet,{}
377,78eda96,FAIL,2,Polishing,{}
378,70dbaf9,FAIL,1,Publish binding event for replaced attributes in MockHttpSession,{}
379,0001f87,FAIL,1,Polishing,{}
380,589b704,FAIL,2,Avoid synthesizable annotation creation for @Bean/@Scope processing,{}
381,9b671f8,FAIL,1,Polishing,{}
382,65d5cb3,FAIL,1,Typo in URI Encoding section,{}
383,31024b1,FAIL,1,Add sections on logging for Spring MVC and WebFlux,{}
384,92eaf99,FAIL,1,Polishing,{}
385,6cd9060,FAIL,1,Avoid synthesizable check for common annotation types,{}
386,f834083,FAIL,1,Use lambda expressions for lazy instantiation (#1911),{}
387,487e14d,FAIL,1,Polishing,{}
388,9b1eb39,FAIL,1,Fix documentation,{}
389,f74a631,FAIL,2,Nullability refinements in spring-webmvc,{}
390,4a147d2,FAIL,1,Initialize pre-filled HashMaps with large enough capacity,{}
391,457d586,FAIL,2,SPR-17074 pass argument of addAll/putAll into constructor,{}
392,aa656c4,FAIL,1,Fix typo in notes on future deprecation of the RestTemplate,{}
393,109552d,FAIL,2,Polishing,{}
394,1c40e36,FAIL,1,Upgrade to Netty 4.1.28,{}
395,1fd6248,FAIL,2,Polishing,{}
396,c037e75,FAIL,1,Improve debug logging at BeanDefinitionReader and BeanFactory level,{}
397,23bda9a,FAIL,1,Fix compiler warnings,{}
398,91d17cf,FAIL,2,Add notes on future deprecation of the RestTemplate,{}
399,fcbf06f,FAIL,1,Disable equals in JsonPath~ and XPathAssertions,{}
400,f5ff1dc,FAIL,1,Comment on difference in matrix variable test,{}
401,025fd29,FAIL,1,Polishing,{}
402,7c9ba80,FAIL,1,Polishing,{}
403,e82efbc,FAIL,1,Declare ASM7_EXPERIMENTAL for full compatibility with JDK 11 bytecode,{}
404,bcb485b,FAIL,2,bindToApplicatonContext uses WebSessionManager bean,{}
405,c022f7c,FAIL,1,Polish,{}
406,ee95f17,FAIL,1,Update PropertySourcesPlaceholderConfigurer.java,{}
407,8277ea5,FAIL,2,Revise BeanFactory vs ApplicationContext section in reference docs,{}
408,e366b20,FAIL,1,Polishing,{}
409,38525ce,FAIL,2,Fix log level guard in DatabaseStartupValidator.afterPropertiesSet(),{}
410,964467d,FAIL,1,Polish DatabaseStartupValidator.afterPropertiesSet(),{}
411,e458777,FAIL,1,Properly identify event-related ClassCastExceptions on JDK 11,{}
412,1425308,FAIL,1,Fixed a typo in documentation.,{}
413,c2a5fcd,FAIL,2,Fallback to empty collection/map only if actually no target bean found,{}
414,14d0fee,FAIL,2,Improve context-related logging on web startup,{}
415,4e03d3f,FAIL,2,MethodBeforeAdviceInterceptor implements BeforeAdvice marker interface,{}
416,9ab63b8,FAIL,1,ListBasedXMLEventReader uses defensive modifiable copy of given List,{}
417,2b2bf27,FAIL,2,Polishing,{}
418,3881a4a,FAIL,1,Polishing,{}
419,3899b7a,FAIL,1,Refactor DefaultCodecs.protobufWriter into protobufEncoder,{}
420,fd8e4ab,FAIL,2,Introduce ResolvableType.toClass() shortcut,{}
421,31bfc1d,FAIL,2,Differentiate internal LogAdapter from core.log.LogDelegateFactory,{}
422,d3b244a,FAIL,2,Optimize class detection by sharing the ClassLoader,{}
423,32faf09,FAIL,1,Add check for mixing @EnableWebMvc and @EnableWebFlux,{}
424,0be8c20,FAIL,2,Consistent logging of selected media types,{}
425,36a07aa,FAIL,2,Support Protobuf serialization in WebFlux,{}
426,4475c67,FAIL,1,Fix checkstyle violation,{}
427,195f3f0,FAIL,2,ResponseEntityResultHandler overwrites headers,{}
428,90d395e,FAIL,1,Polishing,{}
429,2e4f5a7,FAIL,2,Consistently remove forwarded headers in WebFlux,{}
430,41aa421,FAIL,1,Polish WebFlux ForwardedHeaderFilter and tests,{}
431,02403f6,FAIL,1,Polishing,{}
432,11881ff,FAIL,2,Polishing,{}
433,a18cfd7,FAIL,1,Upgrade to Reactor Californium M1,{}
434,2fdb8c9,FAIL,2,Update STOMP section on working with subscriptions,{}
435,9b2c840,FAIL,1,"""Order of messages"" in STOMP section of reference docs",{}
436,23c379d,FAIL,2,Order setter for DefaultSimpUserRegistry,{}
437,36bbbab,FAIL,1,Deprecate ExtensionRegistryInitializer in protobuf support,{}
438,dd4468a,FAIL,1,Polishing,{}
439,7f1a8d7,FAIL,2,BeanFactoryAdvisorRetrievalHelper avoids synchronization for name cache,{}
440,47d8fe8,FAIL,2,"Upgrade to Interceptor API 1.2.2, Moneta 1.3, Rome 1.11",{}
441,fac2e35,FAIL,1,Refactor util.log.LogUtils into core.log.LogDelegateFactory,{}
442,20c34cb,FAIL,1,Provide predetermined capacity for cache operation collections,{}
443,8e5f243,FAIL,2,Upgrade to Mockito 2.20,{}
444,a9c9ba6,FAIL,1,Generic matching for ObjectProvider stream and empty vararg resolution,{}
445,6372c0f,FAIL,1,Ensure headers work with ResponseEntity + reactive body,{}
446,7500b14,FAIL,1,Option to preserve publish order,{}
447,430250c,FAIL,2,Upgrade to RxJava 2.1.17,{}
448,5f51e86,FAIL,2,Avoid relying on runtime constructor order for argument conversion,{}
449,1b09718,FAIL,1,Polishing,{}
450,1603c4a,FAIL,2,Programmatic ObjectProvider retrieval through BeanFactory API,{}
451,82194f4,FAIL,2,Set SameSite default to Lax,{}
452,0def164,FAIL,2,Support single-value reactive types in @MessageMapping,{}
453,b09fad1,FAIL,2,Catch errors when adding SourceHttpMessageConverter,{}
454,f8f8d28,FAIL,1,Support running Kotlin apps without kotlin-reflect,{}
455,bccff73,FAIL,2,AspectJExpressionPointcut leniently ignores non-composable interfaces,{}
456,f58854f,FAIL,1,Locally cache factory method candidates per factory class,{}
457,13873da,FAIL,1,Polishing,{}
458,cfbacfd,FAIL,2,Revise ResolvableType.as for introspection performance,{}
459,5051850,FAIL,1,SPR-17074 Replace iteration over Map::ketSet with Map::entrySet,{}
460,3c65c17,FAIL,2,Correctly determine and propagate validation hints to DataBinder,{}
461,c57e1af,FAIL,1,ResulatMatcher.matchAll,{}
462,91122ec,FAIL,2,Add Consumer methods to WebTestClient assertion classes,{}
463,20de500,FAIL,1,Hamcrest methods in WebTestClient,{}
464,0c62d6b,FAIL,1,Polish,{}
465,2734f01,FAIL,2,Provide XML assertions in WebTestClient,{}
466,bb5d99a,FAIL,1,"Upgrade to Hibernate ORM 5.3.3, Undertow 2.0.11, Mockito 2.19.1",{}
467,390bb87,FAIL,1,Switch order of multipart Content-Type directives,{}
468,9a43d2e,FAIL,1,"Revised log levels: less WARN and INFO, fine-tuned DEBUG vs TRACE",{}
469,a410d90,FAIL,1,Drain client response body consistenly,{}
470,07653bf,FAIL,1,Fix for encoding issue with MvcUriComponentsBuilder,{}
471,93b7a48,FAIL,2,UriComponentsBuilder method to configure URI variables,{}
472,28cd697,FAIL,1,"Minor fixes: UriComponentsBuilder, UriComponents, docs",{}
473,51c7ceb,FAIL,2,Polishing,{}
474,252f52a,FAIL,1,Tighten (IntroductionAware)MethodMatcher contract,{}
475,867b3d2,FAIL,1,"Upgrade to OkHttp 3.11, Apache HttpClient 4.5.6, Hibernate Validator 6.0.11",{}
476,09920d9,FAIL,1,Raise testPrototypeCreationWithPropertiesIsFastEnough limit to 4000 ms,{}
477,c4df335,FAIL,1,ReflectiveMethodExecutor invokes interface method if possible,{}
478,478d725,FAIL,2,GenericApplicationListenerAdapter caches resolved event types,{}
479,52d124d,FAIL,1,Use supplier-aligned type information for FactoryBean type resolution,{}
480,0b60447,FAIL,2,Javadoc update: ConfigurationClassPostProcessor is priority-ordered,{}
481,d0bbbf4,FAIL,2,OrderUtils caches order values (for AnnotationAwareOrderComparator),{}
482,1f5d0fa,FAIL,1,HandlerMethod caches interface parameter annotations,{}
483,999c169,FAIL,1,Merge pull request #1888 from vpavic:patch-1,{}
484,b1e28a5,FAIL,2,Polish WebSession javadoc,{}
485,9498da5,FAIL,2,Clarify behavior of WebSession#save(),{}
486,66d7301,FAIL,1,"PathVariable consistently reflects value up to 1st "";""",{}
487,9c08a48,FAIL,1,Prefer ArrayList/ArrayDeque over LinkedList for multi-element holders,{}
488,833aee9,FAIL,2,Add SimpLogging and use o.s.messaging.simp classes,{}
489,4d6f2df,FAIL,1,Add LogUtils and HttpLogging,{}
490,23d4862,FAIL,2,Find annotations on implemented generic interface methods as well,{}
491,c77dbbb,FAIL,2,"Specific exception for missing request header, cookie, matrix variable",{}
492,e8034f2,FAIL,1,Adapt DefaultParameterNameDiscoverer to Graal constraints,{}
493,790d515,FAIL,2,HandlerMethod exposes interface parameter annotations as well,{}
494,28f7b26,FAIL,2,Null-returning instance supplier resolves to NullBean,{}
495,f855311,FAIL,1,Polishing,{}
496,a87764f,FAIL,2,Add support for Jetty Reactive Streams HTTP client,{}
497,3c9049d,FAIL,1,Leverage Jetty BOM,{}
498,a7f97a1,FAIL,2,Avoid null signals when resolving handler arguments,{}
499,5fcfe0f,FAIL,1,Polishing,{}
500,cab35aa,FAIL,2,StringUtils.parseLocaleString detects variant without country,{}
501,d8ee1f5,FAIL,1,Merge pull request #1887 from crewmanmud:patch-2,{}
502,d8878e4,FAIL,2,Correct method signature in code example,{}
503,6c4289e,FAIL,2,Polish,{}
504,0bd7a36,FAIL,2,Update URI Encoding section,{}
505,b3d6283,FAIL,1,CookieAssertionTests expects language tag compliance by default,{}
506,ef9027e,FAIL,2,Polishing,{}
507,b8d2a16,FAIL,2,UrlBasedViewResolver exposes redirect/forward prefix as bean name,{}
508,88e4006,FAIL,2,CookieLocaleResolver is RFC6265 and language tag compliant by default,{}
509,955665b,FAIL,2,Consistent processing of binding/validation failures for data classes,{}
510,d8a2927,FAIL,2,Update URI links section after encoding changes,{}
511,a41a1ed,FAIL,2,Switch to TEMPLATE_AND_VALUES as the default mode,{}
512,2a0eac4,FAIL,2,Add TEMPLATE_AND_VALUES mode to DefaultUriBuilderFactory,{}
513,75e4510,FAIL,1,Polish DefaultUriBuilderFactory,{}
514,b915e42,FAIL,2,Resolve target type for GenericHttpMessageConverter.canWrite/write,{}
515,cacd14c,FAIL,1,Never return null from AnnotationMetadata.getMetaAnnotationTypes,{}
516,5fb4982,FAIL,1,Support for encode() in UriComponentsBuilder,{}
517,fe2eeb4,FAIL,2,Upgrade to Groovy 2.5.1,{}
518,77d72f1,FAIL,2,Injected Map/Collection does not include null bean entries,{}
519,faef363,FAIL,1,Evaluate @Cacheable(condition) once per method invocation only,{}
520,93d9121,FAIL,1,"Support for ""cacheRegionFactory"" injection with Hibernate 5",{}
521,333ec74,FAIL,2,Fix typo,{}
522,f6fdffd,FAIL,2,Lazily retrieve delegate beans in AsyncConfigurer and CachingConfigurer,{}
523,680afa7,FAIL,1,ListableBeanFactory.getBeansOfType does not include null bean entries,{}
524,24a30ba,FAIL,2,Typos in InMemoryWebSessionStore,{}
525,43fbd63,FAIL,1,"Add maxSessions, getSessions, removeExpiredSessions",{}
526,75fa9c4,FAIL,1,Fix checkstyle issues,{}
527,038af9a,FAIL,2,Improve unknown status codes handling by WebClient,{}
528,f123d6c,FAIL,2,Upgrade to Netty 4.1.27 and Commons Pool 2.6,{}
529,32b7522,FAIL,2,Improve expired session check algorithm,{}
530,e9ed45e,FAIL,2,Fix code completion typo,{}
531,7b3a72f,FAIL,1,Warn when SimpleAsyncTaskExecutor is used,{}
532,1b1bc7f,FAIL,1,Switch defaults and model for logging sensitive data,{}
533,a40d25a,FAIL,2,Remove no-op classes in web-related Java config,{}
534,3d6e38b,FAIL,1,Conditional registration of task scheduler for SockJS,{}
535,6aa6d91,FAIL,2,Remove deprecated constructors in WebSocket config,{}
536,c2fbd9f,FAIL,1,Upgrade to Rome 1.11 and OpenPDF 1.1,{}
537,2ede6f6,FAIL,2,Upgrade to Netty 4.1.26 and Undertow 2.0.10,{}
538,6887802,FAIL,2,Fallback to ClassLoader.defineClass for Lookup.defineClass LinkageError,{}
539,3a4b5c2,FAIL,2,RootBeanDefinition publicly exposes target type as ResolvableType,{}
540,a1d2097,FAIL,1,Upgrade to ASM master (6.2+) and CGLIB 3.2.7,{}
541,aabc5d9,FAIL,2,Merge pull request #1880 from GuiRitter:patch-2,{}
542,7f54ae1,FAIL,2,Fix typo,{}
543,818e4b0,FAIL,2,Refine Content-Range support for Resources,{}
544,d5df097,FAIL,1,Small typo fixes in WebSocketHandler doc,{}
545,931581a,FAIL,1,Polish Reactive Spring Web section,{}
546,d00f6f0,FAIL,2,Polish ContentCachingRequestWrapper,{}
547,4d0800f,FAIL,2,Improve ContentCachingRequestWrapper performance,{}
548,2ac6a15,FAIL,2,Add setBearerAuth method,{}
549,a663454,FAIL,2,Changed Basic Authentication consumer to setBasicAuth method,{}
550,a80c512,FAIL,1,Polishing,{}
551,d9e8d3b,FAIL,1,"Custom ""jdbcExceptionTranslator"" on HibernateJpaDialect",{}
552,39d4550,FAIL,1,Update ref doc references to Number/Currency/PercentStyleFormatter,{}
553,833343f,FAIL,1,Specifically rethrow IllegalAccessError in isPresent/resolveClassName,{}
554,fd0220b,FAIL,1,Suppress rawtypes warning for createReferenceArray,{}
555,6d6aa72,FAIL,1,improve performance of projection instantiation,{}
556,581acb6,FAIL,1,Refine wording,{}
557,8d09222,FAIL,2,Improve description of return value for queryForList(..),{}
558,4bd22ee,FAIL,2,Fallback logger for logging in http and codec packages,{}
559,bca9f51,FAIL,1,Polish hint for suppressing logging at Encoder/Decoder,{}
560,2874dd7,FAIL,2,Fine-tune WebFlux logging at HTTP/WebSocket level,{}
561,7746878,FAIL,1,Remove workaround for Reactor Netty #171,{}
562,bc3cf0e,FAIL,2,Expose request id at the ServerHttpRequest level,{}
563,5dc49b1,FAIL,1,Correlated messages at HTTP adapter + WebSocket level,{}
564,7be2943,FAIL,2,Simplify WebSocket client implementationss in WebFlux,{}
565,fd69c90,FAIL,2,"Add ServerResponse extensions for json, xml and html",{}
566,2cd0069,FAIL,2,Polishing,{}
567,c026407,FAIL,2,Avoid ServerResponse static imports in WebFlux router DSL,{}
568,37a3765,FAIL,1,Fix checkstyle errors,{}
569,b4fc794,FAIL,2,Make javax.inject.Provider impl invisible for nested class introspection,{}
570,490302e,FAIL,2,Added RequestPredicates.methods(HttpMethod...),{}
571,91e96d8,FAIL,2,Improve RouterFunction builder,{}
572,22ccdb2,FAIL,2,Upgrade to Hibernate ORM 5.3.2 and 5.1.15,{}
573,d8c7270,FAIL,2,Consistent Iterator/Stream support in PropertySources and PropertyValues,{}
574,bb3061d,FAIL,1,Polish,{}
575,22f6e5b,FAIL,2,Adapt ReactorHttpsServer to lates Reactor Netty changes,{}
576,d2eb4d2,FAIL,2,SpringBeanContainer falls back to Hibernate's default producer,{}
577,620e83c,FAIL,2,SpringBeanContainer is public for custom JPA configuration purposes,{}
578,39d5874,FAIL,2,Use connection id in server log messages if possible,{}
579,5cdc267,FAIL,2,Correlated WebClient log messages,{}
580,8231066,FAIL,2,Correlated encoding/decoding log messages via hints,{}
581,fd90b73,FAIL,1,Correlated WebFlux server log messages,{}
582,010ba33,FAIL,1,Propagate read-only status through setDefaultReadOnly(true) for JPA,{}
583,83faee6,FAIL,1,HttpMessageNotReadableException provides access to HttpInputMessage,{}
584,fc699b2,FAIL,1,@Bean provides autowireCandidate flag (analogous to XML definitions),{}
585,182243d,FAIL,1,BeanDefinitionOverrideException in case of overriding not allowed,{}
586,63d6215,FAIL,2,Polishing,{}
587,c0d4cb5,FAIL,2,LocalSessionFactoryBuilder provides Hibernate 5.3 BeanContainer support,{}
588,5dc8b5d,FAIL,2,Polishing,{}
589,094c9b8,FAIL,2,LocalSessionFactoryBean and HibernateTransactionManager for JPA setup,{}
590,a5dd0f0,FAIL,1,Fix accidental @Nullable declaration on addAttribute(Object),{}
591,160002c,FAIL,3,Polishing,{}
592,755add3,FAIL,2,Verify that TestContextBootstrapper resolution ignores duplicates,{}
593,18781d7,FAIL,2,Upgrade to Kotlin 1.2.51,{}
594,d22d408,FAIL,2,Propagate read-only status through Session.setDefaultReadOnly(true),{}
595,0b86c71,FAIL,2,LogFactoryService class for standard Commons Logging service discovery,{}
596,8bffb6a,FAIL,2,Add defaultRequest option to WebClient.Builder,{}
597,da5b705,FAIL,2,Polish default headers/attributes in WebClient,{}
598,43d6ceb,FAIL,2,Align settings for sameSite and secure flag,{}
599,9b7a492,FAIL,2,Test RxReactiveStreams presence in ReactiveAdapterRegistry,{}
600,f7d22a0,FAIL,2,Move indexer implementation to index.processor subpackage (for Jigsaw),{}
601,2fe3c36,FAIL,2,Polishing,{}
602,9efddea,FAIL,2,Upgrade to Apache Johnzon 1.1.8 and JCA 1.7.1,{}
603,f2787cf,FAIL,2,Same method filtering in ConstructorResolver and getTypeForFactoryMethod,{}
604,dcbaece,FAIL,2,Perform explicit class checks in ReactiveAdapterRegistry,{}
605,e485abb,FAIL,2,Fix checkstyle violation (plus related polishing),{}
606,d08b72a,FAIL,2,Consistent throwing of HttpMessageNotReadableException vs IOException,{}
607,779cf8d,FAIL,2,ConcurrentReferenceHashMap caches EntrySet in volatile field,{}
608,06f9fb9,FAIL,1,Refine Class serializability check for actual Graal compatibility,{}
609,6bcf6ff,FAIL,1,Add Basic Authentication Consumer,{}
610,e5a6711,FAIL,2,Consistent final declaration for static delegate classes,{}
611,2ade122,FAIL,2,Bypass serializable type wrapping if java.lang.Class not serializable,{}
612,4ff1e3e,FAIL,2,Consistent abstract declaration for utility classes (plus polishing),{}
613,e72f4ec,FAIL,2,Fix checkstyle error,{}
614,d74e09a,FAIL,1,Polish MockClientHttpRequest,{}
615,7f55578,FAIL,2,Add getBodyAsString() to MockClientHttpRequest,{}
616,51ec7c6,FAIL,2,Add hook for customizing response cookie,{}
617,5ec8db1,FAIL,2,Polish CookieWebSessionIdResolver,{}
618,907a306,FAIL,3,Fix locally failing test in FlushingIntegrationTests,{}
619,3165b3c,FAIL,2,Fix typo in Java doc,{}
620,641039d,FAIL,2,Polishing,{}
621,e22466e,FAIL,2,Polishing,{}
622,df6b01a,FAIL,2,Remove deprecated classes and methods from early 5.0.x phase,{}
623,5b24040,FAIL,2,JtaAnnotationTransactionAspect configured by default (in aspectj mode),{}
624,d58c09b,FAIL,2,Up-to-date coverage of task executor and scheduler variants,{}
625,71aee92,FAIL,2,Upgrade to Mockito 2.19 and Mockito Kotlin 1.6,{}
626,d34e6f7,FAIL,3,Polishing,{}
627,8ad5299,FAIL,2,Polishing,{}
628,6f8a524,FAIL,2,"Upgrade to Tomcat 9.0.10, RxJava 2.1.16, EclipseLink 2.7.2, Selenium 3.13",{}
629,40efcc9,FAIL,3,Polishing,{}
630,b68e692,FAIL,2,Conventions lazily retrieves shared ReactiveAdapterRegistry,{}
631,7a02e43,FAIL,2,StringUtils.cleanPath retains plain pointer to current directory,{}
632,b6d9556,FAIL,1,Explicit support for Hibernate Integrators on LocalSessionFactoryBean,{}
633,b0ece0e,FAIL,3,Remove hard configuration validation from SpringClassRule/MethodRule,{}
634,08e1c8c,FAIL,3,Fix FreeMarker escaping regression for messages and separators,{}
635,bac68c8,FAIL,2,StandardServletMultipartResolver accepts any HTTP method for multipart,{}
636,bf5fe46,FAIL,5,CachedIntrospectionResults completely traverses interface hierarchy,{}
637,81cb740,FAIL,2,New postProcessProperties variant on InstantiationAwareBeanPostProcessor,{}
638,7946935,FAIL,5,Polishing,{}
639,a691065,FAIL,5,Polishing,{}
640,8202052,FAIL,5,Introduce RouterFunction builder,{}
641,a89e716,FAIL,2,Use tabs rather than spaces in tests,{}
642,1c25cec,FAIL,3,Polish test code,{}
643,81451aa,FAIL,4,Organize imports,{}
644,b220d94,FAIL,6,Never use parenthesis for single lambda arguments,{}
645,5cedd0d,FAIL,2,Consistently use tabs rather than spaces,{}
646,be85bd8,FAIL,5,Don't use `==` when comparing strings,{}
